B,BNNB,NBNB,NBNB,C,D,NBNB,NBNB,FF,A
SWISS RE GLOBAL BUSINESS SOLUTIONS INDIA PRIVATE LIMITED,,,,BANGALORE,560027,0.1,1,212506869,2048
VELVIN PAPER PRODUCTS,,,,KUNDAIM,403115,0.1,1,212506868,2049
FEDERAL EXPRESS CORPORATION,,,,MUMBAI,400072,0.1,1,212506867,2050
TRANSUNION CIBIL LIMITED,,,,MUMBAI,400013,0.1,1,212506866,2051
LA RENON HEALTH CARE PRIVATE LTD,,,,AHMEDABAD,380059,0.1,1,212506865,2052
SPEEDNX DELIVERY,,,,MUMBAI,400067,0.1,1,212506864,2053
MATRIX FINANCE SOLUTION,,,,GURGAON,122001,0.1,1,212506863,2054
ENMAS INDIA PRIVATE LIMITED,,,,CHENNAI,600058,0.1,1,212506862,2055
WORLD TRUST EXPRESS,,,,24 PARGANA( NORTH),700113,0.1,1,212506861,2056
CALIBEHR BUSINESS SUPPORT SERVICES PRIVATE LIMITED,,,,THANE,400614,0.1,1,212506860,2057
ACT PLAST PAINTS PRIVATE LIMITED,,,,CHENNAI,600059,0.1,1,212506859,2058
FRAMEWORKPE INVESTMENT DATA MANAGEMENT SERVICES PRIVATE LIMITED,,,,BANGALORE,560001,0.1,1,212506858,2059
POLYCAB INDIA LTD,,,,PANCH MAHALS,389350,0.1,1,212506857,2060
TATA STEEL MINING LIMITED,,,,KHORDA,751015,0.1,1,212506856,2061
BHARUCHA AND PARTNERS,,,,MUMBAI,400039,0.1,1,212506635,2062
ICICI BANK LTD,,,,MUMBAI,400093,0.1,1,212506634,2063
ISLAND PACIFIC RETAIL SYSTEMS PRIVATE LIMITED,,,,CHENNAI,600113,0.1,1,212506633,2064
EVOLVE IT SOLUTIONS PVT LTD,,,,PUNE,411026,0.1,1,212506632,2065
FINLOGIC TECHNOLOGIES INDIA PVT LTD,,,,SURAT,394210,0.1,1,212506631,2066
JINDAL STAINLESS (HISAR) LIMITED,,,,HISAR,125005,0.1,1,212506630,2067
WOORI BANK,,,,GURGAON,122001,0.1,1,212506629,2068
SAIMAA TECHNOLOGIES LLP,,,,BHIWANDI,421302,0.1,1,212506628,2069
PSK PCC (JV),,,,AGRA,282007,0.1,1,212506627,2070
KONE ELEVATOR INDIA PRIVATE LIMITED,,,,CHENNAI,600026,0.1,1,212506626,2071
VASCON ENGINEERS LTD & UTTAR PRADESH PUBLIC WORK DEPARTMENT,,,,PUNE,411014,0.1,1,212506625,2072
CWC AND M/S NEHAL AHMED,,,,HOWRAH,711101,0.1,1,212506624,2073
USV PRIVATE LIMITED,,,,MUMBAI,400088,0.1,1,212506623,2074
TECHNIP ENERGIES INDIA LIMITED,,,,GAUTAM BUDH NAGAR,201301,0.1,1,212506622,2075
DR ANITA SETHI,,,,NEW DELHI,110065,0.1,1,212506621,2076
KALPATARU POWER TRANSMISSION LTD,,,,GANDHINAGAR,382028,0.1,1,212506620,2077
SALMAN PROVISIONAL STORE,,,,SRINAGAR,190001,0.1,1,212506619,2078
KANWAR ENTERPRISES PVT LTD,,,,PRATAPGARH,229406,0.1,1,212506618,2079
M/S MADNANI ENGINEERINGS WORKS,,,,KANPUR,208022,0.1,1,212506617,2080
YASH GREEN,,,,KACHHA,370421,0.1,1,212506616,2081
ANTIQUE MARBONITE PVT LTD,,,,RAJKOT,363642,0.1,1,212506215,2082
M/S NIKKA MAL BABU RAM AND SONS,,,,CHANDIGARH,160022,0.1,1,212506214,2083
HOERBIGER INDIA PRECISION TECHNOLOGY PRIVATE LIMITED,,,,THANE,421312,0.1,1,212506213,2084
CREMLINE DAIRY PRODUCTS LIMITED,,,,HYDERABAD,500082,0.1,1,212506212,2085
JAYASHREE FOUNDATION,,,,KOLKATA,700027,0.1,1,212506211,2086
RAJ MATERNITY & SURGICAL HOSPITAL ANDRAJ DENTAL HOSPITAL,,,,SURENDRANAGAR,363001,0.1,1,212506210,2087
MS KAESER COMPRESSORS ( I ) PVT.LTD.,,,,PUNE,412107,0.1,1,212506209,2088
SUKHAYU HEALTH CARE PVT LTD,,,,NASHIK,422002,0.1,1,212506208,2089
TYNIMO LIFESTYLE PRIVATE LIMITED,,,,THANE,400705,0.1,1,212506207,2090
DECATHLON SPORTS INDIA PVT LTD,,,,BANGALORE,562157,0.1,1,212506206,2091
S P A CANS PVT LTD,,,,MUMBAI,400049,0.1,1,212506205,2092
GLOBAL INDIAN INTERNATIONAL SCHOOL,,,,GAUTAM BUDH NAGAR,201301,0.1,1,212506204,2093
MINDA CORPORATION LTD,,,,GAUTAM BUDDHA NAGAR,201306,0.1,1,212506203,2094
RAH FASHION,,,,PATNA,800020,0.1,1,212506202,2095
SHANKAR FILLING STATION,,,,NEW DELHI,110048,0.1,1,212506201,2096
MS EROS RESORTS AND HOTELS PRIVATE LIMITED - UNIT HOTEL CROWN PLAZA JOINT INSURED WITH INTERCONTINENTAL HOTELS GROUP (INDIA) PRIVATE LIMITED,,,,DELHI,110019,0.1,1,212506200,2097
ALTAIR SERVICES PVT LTD,,,,KOLKATA,700026,0.1,1,212506199,2098
GLOBAL INDIAN INTERNATIONAL SCHOOL,,,,BANGALORE,560008,0.1,1,212506198,2099
GERMAN EMBASSY SCHOOL NEW DELHI (DEUTSCHE BOTSCHAFTSSCHULE NEW DELHI),,,,NEW DELHI,110021,0.1,1,212506197,2100
VANTAGE NUTRITION LLP,,,,SATARA,412801,0.1,1,212506175,2101
ACG PHARMA TECHNOLOGIES PVT LTD,,,,MUMBAI,400102,0.1,1,212506174,2102
ACG PAM PHARMA TECHNOLOGIES PVT LTD.,,,,MUMBAI,400067,0.1,1,212506173,2103
ENCON SYSTEMS INTERNATIONAL,,,,GURGAON,122001,0.1,1,212506172,2104
ARMOR INDIA CODING AND IMAGING SUPPLIES PVT LTD,,,,BANGALORE,562109,0.1,1,212506171,2105
WIN CREATIVES INDIA PRIVATE LIMITED,,,, HYDERABAD ,500034,0.1,1,212506170,2106
LOYALYTICS CONSULTING LLP,,,,BANGALORE,560043,0.1,1,212506169,2107
ARMOR INDIA CODING AND IMAGING SUPPLIES PVT LTD,,,,BANGALORE,562109,0.1,1,212506168,2108
DR. OETKER INDIA PVT. LTD.,,,,NEW DELHI,110020,0.1,1,212506196,2109
SG INSECT KILLERS,,,,BARDHMAN,713211,0.1,1,212506235,2110
BHOOMI ENTERPRISE,,,,MUMBAI,400060,0.1,1,212506234,2111
R G ICON,,,,NEW DELHI,110033,0.1,1,212506233,2112
A R K  CONSTRUCTION J V,,,,NEW DELHI,110060,0.1,1,212506232,2113
IMPERIUM CHS,,,,MUMBAI,400059,0.1,1,212506231,2114
POWAI JAL VAYU VIHAR SECTOR A CO OPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400076,0.1,1,212506230,2115
ARMY CO-OP HOUSING SOCIETY LIMITED,,,,THANE,400706,0.1,1,212506229,2116
ARUM ALLAMANDA COOPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400072,0.1,1,212506228,2117
BRENTWOOD COOPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400076,0.1,1,212506227,2118
RITES LTD,,,,GURGAON,122001,0.1,1,212506226,2119
DECATHLON SPORTS INDIA PVT LTD,,,,BANGALORE,562157,0.1,1,212506225,2120
DECATHLON SPORTS INDIA PVT LTD,,,,BANGALORE,562157,0.1,1,212506224,2121
32 PEARLS DENTAL CLINIC,,,,ALLAHABAD,211002,0.1,1,212506223,2122
GRAPHIC ARTS,,,,DELHI,110063,0.1,1,212506222,2123
PARMANAND NICHLANI,,,,BHOPAL,462001,0.1,1,212506221,2124
HARSHITA BACHANI,,,,BHOPAL,462042,0.1,1,212506220,2125
HUBTOWN VEDANT CO OP HOUSING SOCIETY LIMITED,,,,MUMBAI,400037,0.1,1,212506219,2126
TAM INDIA PVT LTD,,,,MUMBAI,400052,0.1,1,212506218,2127
TAM INDIA PVT LTD,,,,MUMBAI,400052,0.1,1,212506217,2128
WINGMAGIC TOYS PRIVATE LIMITED,,,,MUMBAI,400093,0.1,1,212506216,2129
ASCENT FLEX PRIVATE LIMITED,,,,KHEDA,382213,0.1,1,212507355,2130
LARSEN & TOUBRO LIMITED,,,,KANCHIPURAM,600089,0.1,1,212507354,2131
SUZLON GUJARAT WIND PARK LIMITED,,,,PUNE,411028,0.1,1,212507353,2132
SUZLON GUJARAT WIND PARK LIMITED,,,,PUNE,411028,0.1,1,212507352,2133
MUKESHBHAI RAMESHBHAI RANODARIYA,,,,SURAT,394540,0.1,1,212507351,2134
SHELKE CONSTRUCTIONS PRIVATE LIMITED,,,,PUNE,411001,0.1,1,212507350,2135
SANTHOSH KUMAR  TRANSPORT,,,,ALLAHABAD,212107,0.1,1,212507349,2136
VARSHA CRANES PVT LTD,,,,RAIGARH,410218,0.1,1,212507348,2137
VIMLA INFRASTRUCTURE INDIA PVT LTD,,,,RAIPUR,492001,0.1,1,212507347,2138
SATEESH KUMAR,,,,SEHORE,466448,0.1,1,212507346,2139
MR MOTE JANBA RAMAKISAN,,,,BEED,431127,0.1,1,212507345,2140
MULLA SINGH PROP. DALJIT MOTORS,,,,LUDHIANA,141001,0.1,1,212507344,2141
M/S KK SPUN PIPE PVT LTD,,,,FARIDABAD,121003,0.1,1,212507343,2142
HEMANTH KUMAR SINGHDEO,,,,SINGHBHUM,831002,0.1,1,212507342,2143
SB ENTERPRISES,,,,SATNA,485001,0.1,1,212507341,2144
M/S KK SPUN INDIA LTD,,,,FARIDABAD,121003,0.1,1,212507340,2145
M/S J J SUPPLIERS,,,,DHAR,454001,0.1,1,212507339,2146
MD NUMAN ALI,,,,MURSHIDABAD,742148,0.1,1,212507338,2147
SK ENTERPRISES,,,,CHITRAKOOT DHAM (KARWI),210205,0.1,1,212507337,2148
MR DHANARAJ FAKIRA TARU,,,,JALNA,431114,0.1,1,212507336,2149
VISUAL SCULPTORS DESIGN SERVICES PVT LTD,,,,CHENNAI,600073,0.1,1,212507390,2150
HEET INTERIORS,,,,NAGPUR,440010,0.1,1,212507145,2151
SYED SHARFUDDIN CONSTRUCTIONS,,,,KOPPAL,583227,0.1,1,212507144,2152
MITTAL GROUP,,,,KACHHA,370421,0.1,1,212507143,2153
ESCORT SECURITY AND PERSONNEL SERVICES,,,,VADODARA,390024,0.1,1,212507142,2154
TESLA POWER SOLUTION,,,,NEW DELHI,110092,0.1,1,212507141,2155
SPACEWOOD FURNISHERS PVT LTD,,,,NAGPUR,440016,0.1,1,212507140,2156
ION EXCHANGE INDIA LTD,,,,SOUTH GOA,403722,0.1,1,212507139,2157
CARE INTERNATIONAL MULTI SERVICES PVT LTD,,,,GANDHINAGAR,382010,0.1,1,212507138,2158
ESCORT SECURITY AND PERSONNEL SERVICES,,,,VADODARA,390024,0.1,1,212507137,2159
SAMCO TECHNOLOGIES,,,,VADODARA,390016,0.1,1,212507136,2160
SHIV MALL,,,,SURAT,395001,0.1,1,212506515,2161
OM SILK MILLS,,,,SURAT,395002,0.1,1,212506514,2162
M/S. SUPER KWALITY WINES,,,,MUMBAI,400056,0.1,1,212506513,2163
M/S DARJI,,,,LUCKNOW,226016,0.1,1,212506512,2164
SHREEJI AYURVEDIC STORE,,,,ANAND,388001,0.1,1,212506511,2165
M/S INFOTECH SERVICES (MRS PONAMMA BABY),,,,DURG,491001,0.1,1,212506510,2166
V S ENTERPRISES,,,,INDORE,452001,0.1,1,212506509,2167
SHIV STUTI CREATION,,,,SURAT,395002,0.1,1,212506508,2168
SAIKRUPA HARDWARE AND PAINT MART,,,,AHMEDABAD,380051,0.1,1,212506507,2169
SHIV MALL,,,,SURAT,395001,0.1,1,212506506,2170
M/S S. S GOLD UNIT OF S. S CHAINS JEWELLERY PVT LTD,,,,MUMBAI,400002,0.1,1,212506505,2171
PRAVEEN JEWELS PVT LTD,,,,MUMBAI,400012,0.1,1,212506504,2172
VENUS JEWELS,,,,NEW DELHI,110006,0.1,1,212506503,2173
CHOKSHI NAGINCHAND JAYANTILAL AND CO.,,,,MUMBAI,400002,0.1,1,212506502,2174
SONIGARA GOLD,,,,MUMBAI,400003,0.1,1,212506501,2175
SUN GOLD,,,,MUMBAI,400002,0.1,1,212506500,2176
REGAL CREATIONS,,,,MUMBAI,400002,0.1,1,212506499,2177
SHAHIN GOLD/ KANFUL GOLD,,,,COIMBATORE,641039,0.1,1,212506498,2178
RATAN CAST/ R C JEWELS,,,,MUMBAI,400002,0.1,1,212506497,2179
VAIBHAV CREATIONS PVT LTD,,,,MUMBAI,400002,0.1,1,212506496,2180
BASSI LOGISTICS PRIVATE LIMITED,,,,GURGAON,122016,0.1,1,212507388,2181
12TH WONDER RESEARCH INDIA PRIVATE LIMITED,,,,PUNE,411028,0.1,1,212507387,2182
KRDS SOFTWARE DEVELOPMENT PRIVATE LIMITED,,,,CHENNAI,600041,0.1,1,212507386,2183
DEVOZION HEALTHCARE PRIVATE LIMITED,,,,LUCKNOW,226016,0.1,1,212507385,2184
SUZLON GUJARAT WIND PARK LIMITED,,,,PUNE,411028,0.1,1,212507384,2185
SUZLON GUJARAT WIND PARK LIMITED,,,,PUNE,411028,0.1,1,212507383,2186
SUZLON GUJARAT WIND PARK LIMITED,,,,PUNE,411028,0.1,1,212507382,2187
SUZLON GUJARAT WIND PARK LIMITED,,,,PUNE,411028,0.1,1,212507381,2188
SUZLON GUJARAT WIND PARK LIMITED,,,,PUNE,411028,0.1,1,212507379,2189
SUZLON GUJARAT WIND PARK LIMITED,,,,PUNE,411028,0.1,1,212507378,2190
SUZLON GUJARAT WIND PARK LIMITED,,,,PUNE,411028,0.1,1,212507377,2191
SUZLON GUJARAT WIND PARK LIMITED,,,,PUNE,411028,0.1,1,212507376,2192
GRAINSPAN NUTRIENTS PVT LTD,,,,AHMEDABAD,380058,0.1,1,212507380,2193

